,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,group_num,ppl_num,max_num,ticket_Earth55 Cancri e,ticket_EarthPSO J318.5-22,ticket_EarthTRAPPIST-1e,ticket_Europa55 Cancri e,ticket_EuropaPSO J318.5-22,ticket_EuropaTRAPPIST-1e,ticket_Mars55 Cancri e,ticket_MarsPSO J318.5-22,ticket_MarsTRAPPIST-1e,cabin_row,expense,sum_expense,cabin_class_A,cabin_class_B,cabin_class_C,cabin_class_D,cabin_class_E,cabin_class_F,cabin_class_G,cabin_class_T,cabin_side_P,cabin_side_S
24,0,10.0,0,0.0,0.0,0.0,0.0,0.0,1,0020,04,6,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,1
25,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0020,05,6,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,1
26,0,7.0,0,0.0,0.0,0.0,0.0,0.0,0,0020,06,6,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,1
27,0,21.0,0,980.0,2.0,69.0,0.0,0.0,0,0022,01,1,0,0,0,0,0,0,0,0,1,0,1051.0,1051.0,0,0,0,1,0,0,0,0,1,0
28,1,62.0,0,0.0,0.0,0.0,0.0,0.0,1,0024,01,1,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0,0,1,0,0,0,0,0,0,1
29,0,15.0,0,0.0,225.0,0.0,998.0,0.0,0,0025,01,1,0,0,1,0,0,0,0,0,0,6,1223.0,1223.0,0,0,0,0,0,1,0,0,0,1
30,0,34.0,0,22.0,6073.0,0.0,1438.0,328.0,0,0026,01,1,0,0,0,1,0,0,0,0,0,0,7861.0,7861.0,0,0,1,0,0,0,0,0,1,0
31,0,43.0,0,1125.0,0.0,136.0,48.0,0.0,0,0028,01,1,0,0,0,0,0,0,0,0,1,8,1309.0,1309.0,0,0,0,0,0,1,0,0,1,0
32,0,32.0,0,0.0,850.0,81.0,437.0,453.0,0,0030,01,1,0,0,1,0,0,0,0,0,0,4,1821.0,1821.0,0,0,0,0,0,0,1,0,0,1
33,0,47.0,0,214.0,0.0,1411.0,0.0,1229.0,1,0031,01,3,0,0,0,0,0,0,0,0,1,9,2854.0,2854.0,0,0,0,0,0,1,0,0,1,0
34,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0031,02,3,0,0,0,0,0,0,0,0,1,9,0.0,0.0,0,0,0,0,0,1,0,0,1,0
35,0,20.0,0,0.0,0.0,1750.0,990.0,0.0,1,0031,03,3,0,0,0,0,0,0,0,0,1,9,2740.0,2740.0,0,0,0,0,0,1,0,0,1,0
36,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0034,01,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,0,1
37,0,23.0,0,784.0,964.0,0.0,951.0,0.0,0,0035,01,1,0,0,0,0,0,0,1,0,0,1,2699.0,2699.0,0,0,0,1,0,0,0,0,1,0
38,0,15.0,0,0.0,492.0,48.0,20.0,401.0,0,0036,01,1,1,0,0,0,0,0,0,0,0,8,961.0,961.0,0,0,0,0,0,1,0,0,0,1
39,0,20.0,0,554.0,195.0,0.0,2606.0,0.0,0,0038,01,1,1,0,0,0,0,0,0,0,0,10,3355.0,3355.0,0,0,0,0,0,1,0,0,0,1
40,1,30.0,0,0.0,0.0,0.0,0.0,0.0,0,0039,01,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1,0,1,0
41,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,0041,01,1,0,0,1,0,0,0,0,0,0,2,0.0,0.0,0,0,0,0,0,0,1,0,1,0
42,0,45.0,0,0.0,164.0,45.0,2511.0,855.0,0,0043,01,1,0,0,0,0,0,1,0,0,0,3,3575.0,3575.0,0,1,0,0,0,0,0,0,1,0
43,1,55.0,0,0.0,0.0,0.0,0.0,0.0,0,0044,01,3,0,0,1,0,0,0,0,0,0,3,0.0,0.0,0,0,0,0,0,0,1,0,1,0
44,1,4.0,0,0.0,0.0,0.0,0.0,0.0,1,0044,02,3,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0,0,0,0,0,1,0,1,0
45,1,21.0,0,0.0,0.0,0.0,0.0,0.0,1,0044,03,3,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0,0,0,0,0,0,1,0,1,0
46,0,21.0,0,970.0,0.0,180.0,0.0,64.0,0,0045,01,2,0,0,0,0,0,0,0,0,1,10,1214.0,1214.0,0,0,0,0,0,1,0,0,1,0
47,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0045,02,2,0,0,0,0,0,0,0,0,1,10,0.0,0.0,0,0,0,0,0,1,0,0,1,0
48,0,35.0,0,790.0,0.0,0.0,0.0,0.0,0,0050,01,1,1,0,0,0,0,0,0,0,0,1,790.0,790.0,0,0,0,0,1,0,0,0,0,1
49,0,56.0,0,0.0,112.0,0.0,1379.0,127.0,0,0051,01,1,0,0,1,0,0,0,0,0,0,2,1618.0,1618.0,0,0,0,0,1,0,0,0,0,1
50,0,23.0,0,4.0,0.0,2.0,4683.0,0.0,0,0052,01,1,0,0,1,0,0,0,0,0,0,6,4689.0,4689.0,0,0,0,0,0,0,1,0,0,1
51,0,25.0,0,0.0,0.0,1938.0,0.0,1.0,1,0053,01,1,0,0,1,0,0,0,0,0,0,11,1939.0,1939.0,0,0,0,0,0,1,0,0,0,1
52,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0056,01,3,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,0,1
53,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,0056,02,3,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,0,1
54,0,27.0,0,279.0,605.0,3374.0,286.0,3.0,1,0056,03,3,0,0,0,0,0,1,0,0,0,1,4547.0,4547.0,1,0,0,0,0,0,0,0,0,1
55,1,36.0,0,0.0,0.0,0.0,0.0,0.0,0,0058,01,1,0,1,0,0,0,0,0,0,0,7,0.0,0.0,0,0,0,0,0,0,1,0,0,1
56,0,22.0,0,45.0,1096.0,148.0,1377.0,1.0,0,0061,01,1,0,0,1,0,0,0,0,0,0,12,2667.0,2667.0,0,0,0,0,0,1,0,0,0,1
57,0,62.0,0,0.0,592.0,0.0,17.0,25.0,0,0062,01,1,0,0,1,0,0,0,0,0,0,13,634.0,634.0,0,0,0,0,0,1,0,0,0,1
58,1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,0064,01,2,0,0,0,0,0,0,0,0,1,14,0.0,0.0,0,0,0,0,0,1,0,0,0,1
59,1,33.0,0,0.0,0.0,0.0,0.0,0.0,1,0064,02,2,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0,0,0,0,1,0,0,0,0,1
60,0,62.0,0,1.0,153.0,197.0,0.0,460.0,0,0066,01,1,0,0,1,0,0,0,0,0,0,6,811.0,811.0,0,0,0,0,0,0,1,0,1,0
61,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0067,01,3,0,1,0,0,0,0,0,0,0,10,0.0,0.0,0,0,0,0,0,0,1,0,0,1
62,0,18.0,0,1.0,258.0,446.0,0.0,0.0,1,0067,02,3,0,0,1,0,0,0,0,0,0,10,705.0,705.0,0,0,0,0,0,0,1,0,0,1
63,0,21.0,0,1946.0,37.0,0.0,0.0,24.0,0,0067,03,3,1,0,0,0,0,0,0,0,0,15,2007.0,2007.0,0,0,0,0,0,1,0,0,0,1
64,0,18.0,0,793.0,0.0,2.0,253.0,0.0,0,0068,01,1,0,0,0,0,0,0,0,0,1,4,1048.0,1048.0,0,0,0,0,1,0,0,0,0,1
65,0,42.0,0,887.0,0.0,9.0,6.0,0.0,1,0069,01,1,0,0,1,0,0,0,0,0,0,16,902.0,902.0,0,0,0,0,0,1,0,0,0,1
66,0,19.0,0,190.0,0.0,5.0,1.0,726.0,0,0070,01,1,0,0,1,0,0,0,0,0,0,13,922.0,922.0,0,0,0,0,0,1,0,0,1,0
67,0,17.0,0,16.0,2165.0,0.0,0.0,52.0,0,0071,01,1,0,0,1,0,0,0,0,0,0,14,2233.0,2233.0,0,0,0,0,0,1,0,0,1,0
68,0,14.0,0,0.0,1.0,0.0,0.0,1063.0,0,0072,01,1,0,0,1,0,0,0,0,0,0,17,1064.0,1064.0,0,0,0,0,0,1,0,0,0,1
69,0,37.0,0,46.0,83.0,738.0,0.0,12.0,0,0073,01,1,0,0,0,0,0,0,0,1,0,3,879.0,879.0,0,0,0,1,0,0,0,0,1,0
70,0,42.0,0,1.0,8397.0,0.0,0.0,506.0,1,0074,01,1,0,0,0,0,0,1,0,0,0,3,8904.0,8904.0,0,0,1,0,0,0,0,0,0,1
71,0,27.0,0,147.0,0.0,1018.0,0.0,0.0,1,0076,01,1,0,0,0,0,0,0,0,0,1,18,1165.0,1165.0,0,0,0,0,0,1,0,0,0,1
72,0,28.0,0,14.0,0.0,1295.0,0.0,0.0,1,0077,01,1,0,0,0,0,0,0,0,0,1,15,1309.0,1309.0,0,0,0,0,0,1,0,0,1,0
73,0,38.0,0,0.0,5840.0,0.0,321.0,9654.0,0,0078,01,1,0,0,0,0,0,1,0,0,0,4,15815.0,15815.0,0,0,1,0,0,0,0,0,0,1
74,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,0081,01,1,0,0,1,0,0,0,0,0,0,13,0.0,0.0,0,0,0,0,0,0,1,0,0,1
75,0,42.0,0,7406.0,0.0,0.0,0.0,0.0,0,0082,01,3,0,0,0,0,0,0,0,0,1,16,7406.0,7406.0,0,0,0,0,0,1,0,0,1,0
76,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0082,02,3,0,0,0,0,0,0,0,0,1,16,0.0,0.0,0,0,0,0,0,1,0,0,1,0
77,0,8.0,0,0.0,0.0,0.0,0.0,0.0,1,0082,03,3,0,0,0,0,0,0,0,0,1,16,0.0,0.0,0,0,0,0,0,1,0,0,1,0
78,0,24.0,0,688.0,0.0,0.0,0.0,17.0,1,0084,01,1,0,0,1,0,0,0,0,0,0,14,705.0,705.0,0,0,0,0,0,0,1,0,0,1
79,1,40.0,0,0.0,0.0,0.0,0.0,0.0,1,0085,01,1,0,0,0,0,0,1,0,0,0,5,0.0,0.0,0,0,1,0,0,0,0,0,0,1
80,0,43.0,0,211.0,0.0,0.0,638.0,513.0,0,0086,01,1,0,0,1,0,0,0,0,0,0,17,1362.0,1362.0,0,0,0,0,0,1,0,0,1,0
81,1,45.0,0,0.0,0.0,0.0,0.0,0.0,1,0088,01,1,0,0,0,0,0,0,0,1,0,5,0.0,0.0,0,0,0,0,1,0,0,0,0,1
82,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0090,01,1,0,0,1,0,0,0,0,0,0,15,0.0,0.0,0,0,0,0,0,0,1,0,0,1
83,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,0091,01,2,0,0,1,0,0,0,0,0,0,16,0.0,0.0,0,0,0,0,0,0,1,0,0,1
84,0,27.0,0,1.0,697.0,31.0,188.0,0.0,0,0091,02,2,0,0,1,0,0,0,0,0,0,20,917.0,917.0,0,0,0,0,0,1,0,0,0,1
85,0,19.0,0,0.0,0.0,670.0,1.0,34.0,0,0092,01,3,0,0,1,0,0,0,0,0,0,9,705.0,705.0,0,0,0,0,0,0,1,0,1,0
86,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0092,02,3,0,0,1,0,0,0,0,0,0,9,0.0,0.0,0,0,0,0,0,0,1,0,1,0
87,1,3.0,0,0.0,0.0,0.0,0.0,0.0,1,0092,03,3,0,0,1,0,0,0,0,0,0,9,0.0,0.0,0,0,0,0,0,0,1,0,1,0
88,0,54.0,0,0.0,1208.0,0.0,3.0,637.0,0,0097,01,1,0,0,0,0,0,1,0,0,0,2,1848.0,1848.0,1,0,0,0,0,0,0,0,0,1
89,0,26.0,0,0.0,856.0,5.0,32.0,0.0,0,0098,01,2,0,0,1,0,0,0,0,0,0,11,893.0,893.0,0,0,0,0,0,0,1,0,1,0
90,0,26.0,0,0.0,2811.0,957.0,0.0,87.0,1,0098,02,2,0,0,1,0,0,0,0,0,0,11,3855.0,3855.0,0,0,0,0,0,0,1,0,1,0
91,0,23.0,0,311.0,427.0,526.0,37.0,0.0,0,0099,01,2,0,1,0,0,0,0,0,0,0,19,1301.0,1301.0,0,0,0,0,0,1,0,0,1,0
92,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0099,02,2,0,0,1,0,0,0,0,0,0,12,0.0,0.0,0,0,0,0,0,0,1,0,1,0
93,1,31.0,0,0.0,0.0,0.0,0.0,0.0,1,0101,01,1,0,0,0,0,0,0,0,0,1,23,0.0,0.0,0,0,0,0,0,1,0,0,0,1
94,0,18.0,0,0.0,0.0,0.0,830.0,91.0,0,0102,01,1,0,0,1,0,0,0,0,0,0,23,921.0,921.0,0,0,0,0,0,1,0,0,0,1
95,0,24.0,0,0.0,0.0,0.0,0.0,17.0,1,0103,01,3,0,0,1,0,0,0,0,0,0,24,17.0,17.0,0,0,0,0,0,1,0,0,0,1
96,1,9.0,0,0.0,0.0,0.0,0.0,0.0,1,0103,02,3,1,0,0,0,0,0,0,0,0,18,0.0,0.0,0,0,0,0,0,0,1,0,0,1
97,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0,0103,03,3,0,0,1,0,0,0,0,0,0,18,0.0,0.0,0,0,0,0,0,0,1,0,0,1
98,0,27.0,0,0.0,0.0,570.0,2.0,131.0,0,0105,01,1,0,0,1,0,0,0,0,0,0,21,703.0,703.0,0,0,0,0,0,1,0,0,1,0
99,0,21.0,0,1743.0,5.0,17.0,0.0,0.0,0,0107,01,1,0,0,0,0,0,0,0,0,1,2,1765.0,1765.0,0,0,0,1,0,0,0,0,0,1
100,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,0108,01,3,0,0,1,0,0,0,0,0,0,19,0.0,0.0,0,0,0,0,0,0,1,0,0,1
101,0,31.0,0,562.0,0.0,326.0,0.0,0.0,0,0108,02,3,0,0,1,0,0,0,0,0,0,19,888.0,888.0,0,0,0,0,0,0,1,0,0,1
102,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0108,03,3,0,0,1,0,0,0,0,0,0,19,0.0,0.0,0,0,0,0,0,0,1,0,0,1
103,0,32.0,0,0.0,410.0,6.0,3929.0,764.0,0,0110,01,4,0,0,0,0,0,1,0,0,0,5,5109.0,5109.0,0,1,0,0,0,0,0,0,1,0
104,0,40.0,0,0.0,331.0,0.0,0.0,1687.0,0,0110,02,4,0,0,0,0,0,1,0,0,0,5,2018.0,2018.0,0,1,0,0,0,0,0,0,1,0
105,0,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,1,0110,03,4,0,0,0,0,0,1,0,0,0,5,15940.0,15940.0,0,1,0,0,0,0,0,0,1,0
106,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0110,04,4,0,0,0,0,0,1,0,0,0,5,0.0,0.0,0,1,0,0,0,0,0,0,1,0
107,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,0111,01,1,0,0,0,0,0,1,0,0,0,6,0.0,0.0,0,0,0,0,1,0,0,0,0,1
108,0,48.0,1,0.0,2537.0,87.0,17.0,13.0,1,0112,01,1,0,0,0,1,0,0,0,0,0,1,2654.0,2654.0,0,1,0,0,0,0,0,0,0,1
109,0,64.0,0,0.0,0.0,804.0,0.0,0.0,1,0113,01,1,0,0,1,0,0,0,0,0,0,23,804.0,804.0,0,0,0,0,0,1,0,0,1,0
110,0,27.0,0,82.0,157.0,429.0,238.0,1.0,0,0114,01,1,0,0,1,0,0,0,0,0,0,20,907.0,907.0,0,0,0,0,0,0,1,0,0,1
111,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,0115,01,1,0,0,0,0,0,0,0,0,1,24,0.0,0.0,0,0,0,0,0,1,0,0,1,0
112,0,33.0,0,1.0,2223.0,0.0,12.0,404.0,1,0116,01,1,0,0,0,0,0,1,0,0,0,4,2640.0,2640.0,0,0,0,1,0,0,0,0,1,0
113,0,39.0,0,0.0,2344.0,0.0,65.0,6898.0,0,0119,01,2,0,0,0,0,0,1,0,0,0,0,9307.0,9307.0,1,0,0,0,0,0,0,0,1,0
114,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,0119,02,2,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0
115,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,0120,01,1,0,0,0,0,0,0,0,0,1,25,0.0,0.0,0,0,0,0,0,1,0,0,1,0
116,0,29.0,0,0.0,0.0,0.0,699.0,74.0,0,0122,01,1,0,0,1,0,0,0,0,0,0,21,773.0,773.0,0,0,0,0,0,0,1,0,0,1
117,0,18.0,0,55.0,597.0,49.0,0.0,1.0,0,0123,01,1,0,0,1,0,0,0,0,0,0,27,702.0,702.0,0,0,0,0,0,1,0,0,1,0
118,1,67.0,0,0.0,0.0,0.0,0.0,0.0,1,0126,01,1,0,0,0,0,0,0,0,0,1,27,0.0,0.0,0,0,0,0,0,1,0,0,0,1
119,0,35.0,0,701.0,0.0,296.0,0.0,25.0,0,0127,01,1,0,0,0,0,0,0,0,0,1,7,1022.0,1022.0,0,0,0,0,1,0,0,0,0,1
120,0,61.0,1,2353.0,334.0,9.0,316.0,2.0,0,0128,01,2,0,0,0,0,0,0,0,0,1,3,3014.0,3014.0,0,0,0,1,0,0,0,0,0,1
121,0,45.0,0,2103.0,6.0,0.0,0.0,0.0,0,0128,02,2,0,0,0,0,0,0,0,0,1,8,2109.0,2109.0,0,0,0,0,1,0,0,0,0,1
122,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,0129,01,1,0,1,0,0,0,0,0,0,0,22,0.0,0.0,0,0,0,0,0,0,1,0,0,1
123,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0133,01,2,0,0,0,0,0,0,0,0,1,29,0.0,0.0,0,0,0,0,0,1,0,0,0,1
124,0,36.0,0,2738.0,0.0,0.0,0.0,0.0,0,0133,02,2,0,0,0,0,0,0,0,0,1,5,2738.0,2738.0,0,0,0,1,0,0,0,0,0,1
125,0,19.0,0,0.0,14.0,730.0,0.0,0.0,1,0134,01,1,0,0,1,0,0,0,0,0,0,17,744.0,744.0,0,0,0,0,0,0,1,0,1,0
126,0,47.0,0,97.0,418.0,126.0,25.0,55.0,0,0136,01,1,0,1,0,0,0,0,0,0,0,23,721.0,721.0,0,0,0,0,0,0,1,0,0,1
127,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,0138,01,2,0,0,1,0,0,0,0,0,0,18,0.0,0.0,0,0,0,0,0,0,1,0,1,0
128,0,34.0,0,0.0,22.0,0.0,564.0,207.0,0,0138,02,2,0,0,1,0,0,0,0,0,0,5,793.0,793.0,0,0,0,0,1,0,0,0,1,0
129,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0139,01,1,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0,0,1,0,0,0,0,0,0,1
130,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,0140,01,2,0,0,1,0,0,0,0,0,0,19,0.0,0.0,0,0,0,0,0,0,1,0,1,0
131,0,26.0,0,440.0,0.0,0.0,0.0,462.0,0,0140,02,2,0,0,1,0,0,0,0,0,0,29,902.0,902.0,0,0,0,0,0,1,0,0,1,0
132,0,31.0,0,0.0,0.0,97.0,0.0,0.0,0,0141,01,1,0,0,0,0,0,0,0,0,1,30,97.0,97.0,0,0,0,0,0,1,0,0,1,0
133,0,20.0,0,0.0,420.0,210.0,0.0,0.0,1,0144,01,1,0,0,1,0,0,0,0,0,0,31,630.0,630.0,0,0,0,0,0,1,0,0,0,1
134,0,56.0,0,0.0,0.0,0.0,0.0,0.0,0,0146,01,1,0,0,1,0,0,0,0,0,0,25,0.0,0.0,0,0,0,0,0,0,1,0,0,1
135,1,50.0,0,0.0,0.0,0.0,0.0,0.0,1,0147,01,1,0,0,1,0,0,0,0,0,0,26,0.0,0.0,0,0,0,0,0,0,1,0,0,1
136,0,42.0,0,1072.0,0.0,10.0,0.0,76.0,0,0148,01,1,0,0,0,0,0,0,0,0,1,31,1158.0,1158.0,0,0,0,0,0,1,0,0,1,0
137,1,4.0,0,0.0,0.0,0.0,0.0,0.0,1,0149,01,1,1,0,0,0,0,0,0,0,0,27,0.0,0.0,0,0,0,0,0,0,1,0,0,1
138,1,38.0,0,0.0,0.0,0.0,0.0,0.0,0,0151,01,1,1,0,0,0,0,0,0,0,0,20,0.0,0.0,0,0,0,0,0,0,1,0,1,0
139,0,41.0,0,0.0,0.0,0.0,0.0,607.0,0,0152,01,1,0,0,1,0,0,0,0,0,0,32,607.0,607.0,0,0,0,0,0,1,0,0,1,0
140,0,22.0,0,4119.0,0.0,0.0,0.0,61.0,0,0160,01,1,0,0,1,0,0,0,0,0,0,22,4180.0,4180.0,0,0,0,0,0,0,1,0,1,0
141,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,0163,01,2,0,0,0,0,0,1,0,0,0,8,0.0,0.0,0,1,0,0,0,0,0,0,1,0
142,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,0163,02,2,0,0,0,0,0,1,0,0,0,8,0.0,0.0,0,1,0,0,0,0,0,0,1,0
143,0,57.0,0,50.0,1688.0,0.0,0.0,135.0,1,0164,01,2,0,0,1,0,0,0,0,0,0,28,1873.0,1873.0,0,0,0,0,0,0,1,0,0,1
144,1,17.0,0,0.0,0.0,0.0,0.0,0.0,0,0164,02,2,0,1,0,0,0,0,0,0,0,28,0.0,0.0,0,0,0,0,0,0,1,0,0,1
145,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0165,01,1,0,0,0,0,0,0,0,0,1,37,0.0,0.0,0,0,0,0,0,1,0,0,1,0
146,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,0167,01,2,0,0,0,0,0,0,0,0,1,35,0.0,0.0,0,0,0,0,0,1,0,0,0,1
147,0,27.0,0,1365.0,0.0,48.0,22.0,137.0,0,0167,02,2,0,0,0,0,0,0,0,0,1,35,1572.0,1572.0,0,0,0,0,0,1,0,0,0,1
148,1,31.0,0,0.0,0.0,0.0,0.0,0.0,0,0169,01,1,0,0,1,0,0,0,0,0,0,23,0.0,0.0,0,0,0,0,0,0,1,0,1,0
149,0,24.0,0,0.0,0.0,0.0,221.0,567.0,0,0170,01,1,0,0,1,0,0,0,0,0,0,10,788.0,788.0,0,0,0,0,1,0,0,0,0,1
150,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0171,01,1,0,1,0,0,0,0,0,0,0,30,0.0,0.0,0,0,0,0,0,0,1,0,0,1
